Campaign_ID,Channel,Region,Campaign_Type,Ad_Spend,Impressions,Clicks,Leads,Conversions,Revenue,CTR,Lead_Rate,Conversion_Rate,ROI,ROAS
CMP0173,Google Ads,East,Conversion,3375.66,35653,912,213,17,5247.5,2.5579895099991585,23.355263157894736,7.981220657276995,55.45108215874822,1.5545108215874823
CMP0174,Social Media,East,Conversion,3134.92,38378,2626,372,22,4610.79,6.842461827088436,14.166031987814165,5.913978494623656,47.07839434499125,1.4707839434499126
CMP0175,Facebook Ads,North,Consideration,2858.87,20212,1017,176,7,1620.11,5.0316643578072435,17.305801376597838,3.977272727272727,-43.33040676910807,0.5666959323089192
CMP0176,Email,East,Awareness,1835.17,13327,431,95,7,2011.48,3.2340361671794104,22.041763341067284,7.368421052631578,9.6072843387806,1.096072843387806
CMP0177,Facebook Ads,East,Awareness,4228.21,47165,2395,577,20,4211.72,5.077917947630659,24.091858037578287,3.466204506065858,-0.3899995506372621,0.9961000044936273
CMP0178,Google Ads,West,Consideration,4522.96,53071,2748,724,55,18344.84,5.177969135686157,26.346433770014556,7.596685082872928,305.5936820135487,4.055936820135487
CMP0179,Youtube Ads,East,Consideration,3805.72,33921,2032,379,18,5331.2,5.990389434273754,18.651574803149607,4.749340369393139,40.08387374793732,1.4008387374793732
CMP0180,Email,East,Awareness,2062.7,22958,1089,163,12,2807.71,4.74344455091907,14.967860422405877,7.361963190184049,36.1181945993116,1.361181945993116
CMP0181,Social Media,South,Awareness,2361.38,18718,496,117,6,1395.66,2.649855753819853,23.588709677419356,5.128205128205128,-40.8964249718385,0.591035750281615
CMP0182,Email,West,Conversion,2052.61,15251,756,133,12,3313.51,4.957051996590388,17.59259259259259,9.022556390977442,61.42910733164118,1.6142910733164118
CMP0183,Youtube Ads,West,Conversion,3033.49,39217,2048,499,17,4681.6,5.222225055460642,24.365234375,3.406813627254509,54.330490623011805,1.543304906230118
CMP0184,Youtube Ads,West,Consideration,3484.09,24964,1381,405,16,3730.96,5.531966031084762,29.32657494569153,3.950617283950617,7.085637856656972,1.0708563785665697
CMP0185,Social Media,West,Awareness,2460.24,19583,517,132,6,1369.78,2.640044936935097,25.53191489361702,4.545454545454546,-44.32331805027152,0.5567668194972849
CMP0186,Facebook Ads,West,Awareness,3360.23,41668,1332,389,14,3575.7,3.1966977056734187,29.204204204204203,3.5989717223650386,6.412358677828594,1.064123586778286
CMP0187,Instagram Ads,West,Awareness,3633.49,46886,1983,581,28,6894.5,4.229407499040225,29.299041855774078,4.819277108433735,89.74869890931309,1.897486989093131
CMP0188,Facebook Ads,North,Conversion,3839.53,34718,1995,294,12,2744.54,5.746298749927991,14.736842105263156,4.081632653061225,-28.518855172377872,0.7148114482762212
CMP0189,Google Ads,East,Awareness,4682.37,45150,1947,324,16,4037.62,4.312292358803987,16.640986132511557,4.938271604938271,-13.769736266036217,0.8623026373396379
CMP0190,Social Media,West,Consideration,2725.38,24677,1017,298,15,3497.57,4.121246504842565,29.301868239921337,5.033557046979865,28.333296641202327,1.2833329664120232
CMP0191,Email,East,Awareness,1452.43,14036,878,182,13,4048.72,6.255343402678825,20.72892938496583,7.142857142857142,178.75491417830807,2.7875491417830807
CMP0192,Youtube Ads,East,Consideration,4067.95,49962,3117,693,33,8201.29,6.238741443497058,22.23291626564004,4.761904761904762,101.60744355264939,2.016074435526494
CMP0193,Youtube Ads,North,Conversion,3573.35,35209,2027,326,19,5993.43,5.757050754068562,16.082881105081402,5.828220858895705,67.72580351770749,1.677258035177075
CMP0194,Facebook Ads,West,Conversion,3531.35,40020,2281,630,19,4709.52,5.699650174912544,27.61946514686541,3.015873015873016,33.363161397199384,1.333631613971994
CMP0195,Social Media,South,Awareness,2621.11,22684,1760,510,18,4371.57,7.758772703226945,28.97727272727273,3.5294117647058822,66.78315675419954,1.6678315675419955
CMP0196,Social Media,North,Awareness,2345.56,30224,1632,449,22,5181.61,5.3996823716251985,27.512254901960787,4.8997772828507795,120.91142413751939,2.209114241375194
CMP0197,Instagram Ads,South,Awareness,2510.9,29053,1400,296,15,3945.18,4.8187794719994494,21.142857142857142,5.0675675675675675,57.12214743717391,1.5712214743717392
CMP0198,Youtube Ads,East,Conversion,3441.06,41958,3517,680,37,11164.67,8.38219171552505,19.334660221779927,5.4411764705882355,224.454383242373,3.24454383242373
CMP0199,Youtube Ads,East,Conversion,4290.03,35190,1110,303,13,4024.0,3.154305200341006,27.297297297297295,4.29042904290429,-6.201122136675029,0.9379887786332497
CMP0200,Instagram Ads,North,Consideration,3048.37,37673,1083,302,15,3857.44,2.8747378759323654,27.88550323176362,4.966887417218543,26.541069489596087,1.265410694895961
CMP0201,Facebook Ads,North,Consideration,4025.02,28636,1535,374,17,4085.52,5.360385528705127,24.364820846905538,4.545454545454546,1.5030981212515715,1.0150309812125158
CMP0202,Email,South,Conversion,1863.09,14544,624,115,11,2710.04,4.29042904290429,18.429487179487182,9.565217391304348,45.45942493384646,1.4545942493384647
CMP0203,Email,West,Awareness,2108.81,18489,478,120,12,3460.6,2.5853210016766726,25.10460251046025,10.0,64.1020291064629,1.6410202910646288
CMP0204,Youtube Ads,South,Conversion,4260.19,33472,2349,606,30,9056.94,7.017805927342256,25.798212005108557,4.9504950495049505,112.59474342693639,2.125947434269364
CMP0205,Facebook Ads,North,Consideration,3827.74,28829,1564,209,8,1746.78,5.425092788511568,13.363171355498721,3.827751196172249,-54.36523901832413,0.45634760981675876
CMP0206,Email,South,Consideration,2146.73,15877,729,102,10,3072.4,4.591547521572085,13.991769547325102,9.803921568627452,43.12000111797944,1.4312000111797945
CMP0207,Email,North,Consideration,1186.47,8852,487,128,11,2481.28,5.501581563488477,26.283367556468175,8.59375,109.1312886124386,2.0913128861243857
CMP0208,Facebook Ads,South,Awareness,3738.21,27802,1367,236,8,1669.1,4.916912452341558,17.264081931236284,3.389830508474576,-55.35028797205079,0.446497120279492
CMP0209,Email,North,Awareness,2068.75,18471,989,158,14,4341.22,5.354339234475665,15.975733063700709,8.860759493670885,109.84749244712992,2.098474924471299
CMP0210,Email,North,Conversion,1737.2,18450,857,202,12,3622.42,4.644986449864499,23.570595099183198,5.9405940594059405,108.52060787474096,2.08520607874741
CMP0211,Facebook Ads,North,Awareness,1643.36,17280,1079,143,6,1233.77,6.244212962962963,13.253012048192772,4.195804195804196,-24.923936325576864,0.7507606367442313
CMP0212,Facebook Ads,West,Consideration,3719.13,41965,3120,825,34,4170.67,7.434767067794591,26.442307692307693,4.121212121212121,12.141011473113334,1.1214101147311333
CMP0213,Facebook Ads,South,Awareness,3854.29,33256,1822,311,9,2119.28,5.47871060861198,17.06915477497256,2.8938906752411575,-45.01503519454945,0.5498496480545055
CMP0214,Social Media,South,Consideration,2270.97,16637,1163,206,6,1481.61,6.990442988519565,17.7128116938951,2.912621359223301,-34.75871543877726,0.6524128456122273
CMP0215,Instagram Ads,South,Awareness,2822.94,33976,857,140,9,2161.56,2.5223687308688487,16.33605600933489,6.428571428571428,-23.428765754851327,0.7657123424514867
CMP0216,Social Media,North,Consideration,2569.84,19559,911,153,9,2072.89,4.657702336520272,16.794731064763997,5.88235294117647,-19.33777978395543,0.8066222021604457
CMP0217,Social Media,South,Conversion,2618.15,25141,2001,376,23,4864.51,7.959110616125055,18.790604697651176,6.117021276595745,85.79951492466054,1.8579951492466054
CMP0218,Instagram Ads,South,Awareness,3104.54,34529,1886,357,20,5481.75,5.462075356946335,18.928950159066808,5.602240896358544,76.57205254240564,1.7657205254240564
CMP0219,Facebook Ads,North,Consideration,4225.58,54071,3820,1112,50,10497.5,7.0647851898429845,29.109947643979055,4.496402877697841,148.4274348136824,2.484274348136824
CMP0220,Youtube Ads,East,Consideration,4767.76,36388,2616,617,19,5006.97,7.189183247224359,23.585626911314986,3.079416531604538,5.017240800711446,1.0501724080071144
CMP0221,Facebook Ads,North,Conversion,3600.34,34550,1812,285,10,2154.76,5.244573082489146,15.728476821192054,3.508771929824561,-40.15120794147219,0.5984879205852781
CMP0222,Facebook Ads,South,Conversion,3989.58,29180,2073,404,20,5049.54,7.104180945853324,19.48866377231066,4.9504950495049505,26.568210187538536,1.2656821018753854
CMP0223,Email,North,Conversion,2001.6,19683,1531,243,21,5802.41,7.778285830412031,15.871979098628348,8.641975308641975,189.88858912869705,2.8988858912869704
CMP0224,Google Ads,East,Awareness,3339.04,29289,972,230,17,4735.11,3.318652053672027,23.662551440329217,7.391304347826087,41.81052038909387,1.4181052038909385
CMP0225,Social Media,North,Awareness,1964.76,22161,818,229,9,2114.05,3.6911691710662877,27.995110024449875,3.9301310043668125,7.598383517579766,1.0759838351757975
CMP0226,Social Media,South,Awareness,3239.2,23803,754,160,6,1645.08,3.1676679410158384,21.220159151193634,3.75,-49.21338602123981,0.5078661397876019
CMP0227,Youtube Ads,East,Consideration,3739.52,37235,1834,395,19,4378.32,4.925473344971129,21.53762268266085,4.810126582278481,17.08240629813451,1.1708240629813451
CMP0228,Google Ads,West,Awareness,3448.27,33739,2793,596,42,11682.48,8.278253653042473,21.339061940565703,7.046979865771812,238.79249594724308,3.3879249594724308
CMP0229,Youtube Ads,South,Consideration,4402.2,44584,3725,531,16,4836.48,8.35501525210838,14.255033557046982,3.0131826741996233,9.865067466266861,1.0986506746626685
CMP0230,Facebook Ads,East,Consideration,4065.38,48146,1550,260,7,1467.09,3.219374402857974,16.7741935483871,2.6923076923076925,-63.91259857627085,0.36087401423729143
CMP0231,Instagram Ads,East,Consideration,3055.0,27765,1313,157,7,1883.46,4.728975328651179,11.957349581111957,4.45859872611465,-38.348281505728316,0.6165171849427169
CMP0232,Google Ads,West,Conversion,5371.06,68992,5231,649,52,16951.72,7.582038497217068,12.40680558210667,8.012326656394453,215.61218828313216,3.156121882831322
CMP0233,Facebook Ads,North,Awareness,3455.36,32439,1400,184,6,1235.93,4.315792718641142,13.142857142857142,3.260869565217391,-64.23151278014447,0.35768487219855527
CMP0234,Google Ads,North,Awareness,5326.34,52754,3684,756,34,11686.33,6.98335671228722,20.521172638436482,4.497354497354497,119.4063841211789,2.194063841211789
CMP0235,Social Media,South,Conversion,2509.4,32061,946,175,7,1543.15,2.9506253703876983,18.49894291754757,4.0,-38.50522037140352,0.6149477962859647
CMP0236,Instagram Ads,West,Consideration,3124.58,24511,1528,398,22,4957.9,6.2339357839337435,26.04712041884817,5.527638190954774,58.674125802507845,1.5867412580250786
CMP0237,Social Media,North,Conversion,2724.2,25414,1663,277,12,3372.83,6.5436373652317625,16.65664461815995,4.332129963898916,23.80992584979077,1.2380992584979078
CMP0238,Email,West,Consideration,2169.41,18967,1009,282,25,5666.51,5.3197659092107346,27.94846382556987,8.865248226950355,161.20051073794258,2.612005107379426
CMP0239,Facebook Ads,North,Awareness,3058.83,23876,1969,424,14,3157.65,8.246775004188306,21.53377348908075,3.30188679245283,3.2306470120928648,1.0323064701209286
CMP0240,Email,East,Conversion,2477.01,27439,811,137,13,3416.78,2.9556470716862857,16.892725030826142,9.48905109489051,37.93969342069673,1.3793969342069672
CMP0241,Youtube Ads,North,Conversion,2347.27,17049,595,119,4,936.89,3.4899407589887974,20.0,3.361344537815126,-60.08597221453008,0.3991402778546993
CMP0242,Youtube Ads,West,Conversion,4976.47,60025,5034,1322,72,18170.41,8.386505622657227,26.261422328168454,5.446293494704992,265.12648523953726,3.6512648523953724
CMP0243,Youtube Ads,East,Awareness,2778.12,26730,1620,215,10,3222.21,6.0606060606060606,13.271604938271606,4.651162790697675,15.98527061466028,1.1598527061466029
CMP0244,Google Ads,East,Consideration,4549.4,37035,2687,761,62,21325.13,7.25529904144728,28.321548195013023,8.14717477003942,368.74598848199776,4.687459884819977
CMP0245,Email,East,Consideration,1937.99,22371,776,159,14,3409.11,3.4687765410576192,20.489690721649485,8.80503144654088,75.90957641680298,1.7590957641680298
CMP0246,Youtube Ads,West,Awareness,3913.44,42436,2758,411,19,5745.96,6.499198793477236,14.902102973168962,4.622871046228711,46.82632159941126,1.4682632159941127
CMP0247,Google Ads,South,Conversion,3963.33,27958,1297,371,19,5906.87,4.639101509406967,28.604471858134158,5.121293800539084,49.03805638188089,1.490380563818809
CMP0248,Youtube Ads,South,Awareness,3899.5,32492,1439,392,20,4770.3,4.428782469530961,27.241139680333564,5.1020408163265305,22.33106808565201,1.2233106808565202
CMP0249,Youtube Ads,South,Conversion,3593.42,35522,2299,324,12,3205.15,6.472045492933956,14.093083949543281,3.7037037037037033,-10.805026965954438,0.8919497303404557
CMP0250,Youtube Ads,West,Consideration,3853.57,48235,4080,522,27,7144.95,8.45858816212294,12.794117647058822,5.172413793103448,85.41119014316594,1.8541119014316594
CMP0251,Social Media,East,Awareness,3138.82,39268,3222,721,31,8374.78,8.205154324131609,22.377405338299194,4.2995839112343965,166.81300616155116,2.6681300616155115
CMP0252,Google Ads,South,Consideration,3746.08,31864,1875,346,24,6501.61,5.884383630429324,18.453333333333333,6.9364161849710975,73.5576923076923,1.7355769230769231
CMP0253,Youtube Ads,West,Conversion,3910.02,32551,889,112,4,1245.64,2.7310988909710914,12.598425196850393,3.571428571428571,-68.14236244315886,0.31857637556841145
CMP0254,Social Media,South,Conversion,2070.73,18004,1476,331,15,3790.91,8.198178182626084,22.425474254742547,4.531722054380665,83.07118745563157,1.8307118745563158
CMP0255,Email,North,Conversion,2323.98,20206,933,262,27,8160.02,4.617440364248243,28.081457663451232,10.305343511450381,251.12264305200566,3.5112264305200562
CMP0256,Facebook Ads,South,Conversion,3667.62,34903,2506,515,21,4257.97,7.179898576053634,20.55067837190742,4.077669902912621,16.096269515380556,1.1609626951538057
CMP0257,Youtube Ads,South,Conversion,3020.82,27155,2071,325,10,2360.21,7.626588105321304,15.692901979719942,3.076923076923077,-21.868565488840783,0.7813143451115921
CMP0258,Facebook Ads,East,Conversion,3835.63,48500,2687,520,25,6283.96,5.54020618556701,19.35243766282099,4.807692307692308,63.83123502527616,1.6383123502527617
CMP0259,Facebook Ads,West,Awareness,4400.79,51166,3288,484,24,5484.25,6.426142360161044,14.720194647201945,4.958677685950414,24.619670559149608,1.246196705591496
CMP0260,Email,East,Consideration,1452.98,12633,638,80,5,1453.32,5.050265178500752,12.539184952978054,6.25,0.023400184448507076,1.000234001844485
CMP0261,Facebook Ads,East,Awareness,3162.14,40597,1565,273,9,1842.68,3.854964652560534,17.444089456869012,3.296703296703297,-41.72680526478903,0.5827319473521096
CMP0262,Youtube Ads,East,Conversion,3923.97,27502,1891,556,20,5843.16,6.875863573558287,29.40243257535695,3.597122302158273,48.90939533176859,1.489093953317686
CMP0263,Email,East,Conversion,2015.89,19223,829,148,13,3839.25,4.312542267075899,17.85283474065139,8.783783783783784,90.44937967845466,1.9044937967845468
CMP0264,Google Ads,East,Awareness,4549.72,36805,1739,491,37,12819.14,4.72490150794729,28.234617596319723,7.535641547861507,181.7566795319272,2.817566795319272
CMP0265,Youtube Ads,South,Conversion,3480.55,36698,2372,318,14,4151.43,6.463567496866314,13.406408094435077,4.40251572327044,19.27511456522676,1.1927511456522677
CMP0266,Instagram Ads,East,Conversion,3768.08,30159,2166,487,33,7134.99,7.1819357405749535,22.48384118190212,6.7761806981519515,89.35346383303964,1.8935346383303964
CMP0267,Facebook Ads,East,Awareness,4021.49,35306,2396,614,18,4078.2,6.786381918087578,25.626043405676125,2.9315960912052117,1.4101738410390188,1.01410173841039
CMP0268,Instagram Ads,West,Consideration,2188.34,22000,1037,298,19,5196.61,4.713636363636364,28.736740597878494,6.375838926174497,137.4681265251286,2.374681265251286
CMP0269,Social Media,North,Conversion,2355.7,29507,1967,494,29,6583.64,6.666214796488969,25.114387391967462,5.870445344129554,179.4770132020207,2.7947701320202065
CMP0270,Social Media,South,Awareness,3307.85,39172,1438,261,11,3148.16,3.6709894822832636,18.15020862308762,4.21455938697318,-4.827607055942684,0.9517239294405732
CMP0271,Instagram Ads,South,Conversion,3237.33,36783,2160,627,33,8111.24,5.872277954489846,29.02777777777778,5.263157894736842,150.55338813157758,2.5055338813157757
CMP0272,Instagram Ads,South,Awareness,3420.63,27290,1969,496,24,5152.91,7.215097105166728,25.190452006094468,4.838709677419355,50.64213317429829,1.5064213317429829
CMP0273,Youtube Ads,East,Conversion,2834.45,31828,2356,514,30,7031.48,7.40228729420636,21.816638370118845,5.836575875486381,148.07211275556105,2.4807211275556105
CMP0274,Youtube Ads,East,Conversion,3649.37,36598,2492,685,24,7322.41,6.809115252199574,27.48796147672552,3.5036496350364965,100.64860510170249,2.006486051017025
CMP0275,Google Ads,East,Conversion,2572.07,20037,1541,228,13,3587.22,7.690772071667415,14.795587280986371,5.701754385964912,39.46821042973168,1.3946821042973168
CMP0276,Google Ads,West,Consideration,5029.45,61502,4019,1058,56,17355.78,6.53474683750122,26.324956456830055,5.293005671077505,245.08306077205256,3.450830607720526
CMP0277,Instagram Ads,North,Conversion,3654.45,45448,1169,282,10,2605.25,2.5721703925365254,24.123182207014544,3.546099290780142,-28.710202629670672,0.7128979737032933
CMP0278,Facebook Ads,East,Conversion,3769.29,32890,1427,261,11,2339.94,4.338704773487382,18.29011913104415,4.21455938697318,-37.92093471184228,0.6207906528815772
CMP0279,Instagram Ads,North,Consideration,2660.2,19712,1419,243,12,3269.72,7.1986607142857135,17.12473572938689,4.938271604938271,22.912562965190588,1.229125629651906
CMP0280,Instagram Ads,West,Conversion,3828.21,34433,977,182,12,3223.82,2.8373943600615688,18.62845445240532,6.593406593406594,-15.78779638525577,0.8421220361474423
CMP0281,Youtube Ads,South,Awareness,4684.41,38383,1922,490,16,4092.11,5.007425162181174,25.494276795005206,3.2653061224489797,-12.64406830315877,0.8735593169684123
CMP0282,Social Media,East,Consideration,3151.82,27288,1389,411,14,3465.99,5.0901495162708885,29.589632829373652,3.40632603406326,9.967891567411833,1.0996789156741182
CMP0283,Google Ads,North,Awareness,4025.82,46004,3094,606,34,9753.16,6.725502130249543,19.586296056884294,5.6105610561056105,142.2651782742398,2.4226517827423977
CMP0284,Email,North,Awareness,1500.55,12883,480,99,7,1730.11,3.725840254599084,20.625,7.07070707070707,15.298390590116954,1.1529839059011695
CMP0285,Facebook Ads,East,Awareness,3734.31,39665,1174,156,8,1679.13,2.9597882263960673,13.287904599659283,5.128205128205128,-55.03506671915294,0.4496493328084707
CMP0286,Email,South,Conversion,1822.47,13764,838,194,17,4170.67,6.088346410927056,23.15035799522673,8.762886597938143,128.84711408143892,2.2884711408143894
CMP0287,Google Ads,South,Consideration,4813.42,54101,3332,587,31,9522.06,6.158851037873607,17.61704681872749,5.281090289608177,97.82316938891681,1.978231693889168
CMP0288,Facebook Ads,South,Conversion,2855.93,34832,2849,396,12,3116.94,8.179260450160772,13.8996138996139,3.0303030303030303,9.139229602966466,1.0913922960296647
CMP0289,Social Media,West,Awareness,2748.16,22578,1360,334,18,4289.13,6.023562760209053,24.558823529411764,5.389221556886228,56.07279052165814,1.5607279052165814
CMP0290,Facebook Ads,North,Consideration,3820.7,27097,1625,269,10,2607.34,5.996973834741853,16.553846153846155,3.717472118959108,-31.757531342424155,0.6824246865757584
CMP0291,Email,North,Consideration,2164.29,17598,1149,339,20,4435.14,6.529151039890897,29.50391644908616,5.899705014749262,104.92355460682259,2.0492355460682257
CMP0292,Email,North,Conversion,1691.76,16243,496,126,13,3386.45,3.0536230991811855,25.403225806451612,10.317460317460316,100.17319241499976,2.0017319241499973
CMP0293,Instagram Ads,West,Consideration,2764.15,31347,800,180,10,2682.98,2.552078348805308,22.5,5.555555555555555,-2.9365265994971352,0.9706347340050286
CMP0294,Google Ads,North,Consideration,2985.43,25233,1711,233,12,4026.76,6.780802916815282,13.617767387492693,5.150214592274678,34.8804024880838,1.3488040248808382
CMP0295,Email,West,Conversion,1546.06,13334,531,69,5,1438.39,3.982300884955752,12.994350282485875,7.246376811594203,-6.96415404318072,0.9303584595681927
CMP0296,Google Ads,South,Consideration,3677.95,39134,2558,344,28,9284.99,6.536515561915469,13.44800625488663,8.13953488372093,152.45014206283392,2.524501420628339
CMP0297,Instagram Ads,East,Awareness,3269.83,41187,2374,370,21,5827.54,5.76395464588341,15.585509688289806,5.675675675675676,78.22149775370585,1.7822149775370586
CMP0298,Social Media,North,Awareness,2712.4,30995,1744,230,10,2813.44,5.626713986126795,13.188073394495412,4.3478260869565215,3.7251142899277374,1.0372511428992774
CMP0299,Facebook Ads,North,Conversion,4295.29,36995,1742,489,22,5447.83,4.708744424922287,28.07118254879449,4.4989775051124745,26.832646922559363,1.2683264692255936
CMP0300,Email,South,Awareness,2565.89,24956,1567,258,23,5977.97,6.279051129988781,16.464582003828973,8.914728682170542,132.97842074290014,2.3297842074290016
CMP0301,Email,East,Conversion,2445.57,30857,889,238,16,4182.35,2.881031856628966,26.77165354330709,6.722689075630252,71.01739062876958,1.7101739062876957
CMP0302,Google Ads,West,Consideration,3620.41,25818,1111,233,10,2963.46,4.303199318305059,20.97209720972097,4.291845493562231,-18.145734875331794,0.818542651246682
CMP0303,Facebook Ads,East,Conversion,3280.46,35858,1456,216,7,1347.0,4.060460706118579,14.835164835164836,3.2407407407407405,-58.938685428263106,0.4106131457173689
CMP0304,Facebook Ads,South,Conversion,4535.47,36800,2386,664,32,7672.17,6.483695652173912,27.829002514668904,4.819277108433735,69.15931535210242,1.6915931535210242
CMP0305,Instagram Ads,South,Conversion,2821.09,24991,999,212,11,2681.0,3.997439078068105,21.22122122122122,5.188679245283019,-4.965811087203887,0.9503418891279611
CMP0306,Youtube Ads,East,Consideration,3470.21,31657,2365,619,24,7580.47,7.47070158258837,26.17336152219873,3.877221324717286,118.44412874148827,2.1844412874148826
CMP0307,Google Ads,West,Conversion,4105.16,37465,2073,599,47,12074.8,5.5331642866675566,28.895320791123975,7.846410684474124,194.13713472800086,2.9413713472800085
CMP0308,Social Media,West,Consideration,2647.55,24771,1441,303,11,3037.55,5.817286342900973,21.02706453851492,3.6303630363036308,14.730599988668768,1.1473059998866877
CMP0309,Instagram Ads,North,Consideration,3497.77,42506,2971,591,33,7475.56,6.989601468028043,19.89229215752272,5.583756345177665,113.72360103723231,2.137236010372323
CMP0310,Social Media,West,Consideration,2717.21,30003,1072,262,10,2138.74,3.57297603572976,24.44029850746269,3.816793893129771,-21.289116409846873,0.7871088359015312
CMP0311,Google Ads,East,Conversion,4937.72,49819,1727,233,10,2633.23,3.4665489070434976,13.491603937463811,4.291845493562231,-46.67113566585388,0.5332886433414612
CMP0312,Email,South,Conversion,2097.58,25894,1022,187,11,2653.58,3.9468602765119334,18.297455968688844,5.88235294117647,26.50673633425185,1.2650673633425185
CMP0313,Email,North,Conversion,2586.26,21911,623,118,8,1927.84,2.843320706494455,18.940609951845907,6.779661016949152,-25.458383921183497,0.7454161607881651
CMP0314,Youtube Ads,North,Consideration,4203.94,53638,3324,732,30,8101.06,6.197099071553749,22.021660649819495,4.098360655737705,92.7016084910822,1.927016084910822
CMP0315,Instagram Ads,South,Consideration,4010.32,44967,1587,333,16,4618.74,3.529254786843685,20.982986767485823,4.804804804804805,15.171357896626695,1.151713578966267
CMP0316,Facebook Ads,West,Conversion,3852.47,41562,2366,333,14,2744.35,5.692700062557144,14.074387151310228,4.2042042042042045,-28.763883949777675,0.7123611605022233
CMP0317,Google Ads,South,Awareness,3523.12,39291,1468,279,22,5879.24,3.7362245806927796,19.005449591280655,7.885304659498208,66.87595086173619,1.6687595086173619
CMP0318,Email,West,Awareness,1667.78,16755,840,103,10,2272.83,5.0134288272157566,12.261904761904761,9.70873786407767,36.27876578445598,1.36278765784456
CMP0319,Email,South,Conversion,2649.14,28532,1892,313,17,4876.17,6.631150988363942,16.543340380549683,5.431309904153355,84.06614976935913,1.8406614976935913
CMP0320,Social Media,East,Awareness,1999.61,20423,1535,411,24,5873.95,7.516035841942907,26.775244299674267,5.839416058394161,193.75478218252562,2.937547821825256
CMP0321,Facebook Ads,West,Awareness,4310.51,41845,1506,412,21,4681.02,3.5989962958537456,27.35723771580345,5.097087378640777,8.595502620339593,1.085955026203396
CMP0322,Instagram Ads,East,Awareness,2662.13,19844,957,253,17,3915.17,4.822616407982261,26.436781609195403,6.719367588932807,47.06907626599752,1.4706907626599752
CMP0323,Facebook Ads,North,Awareness,4149.78,53152,1541,364,10,2159.11,2.89923239012643,23.621025308241403,2.7472527472527473,-47.97049482141221,0.5202950517858779
CMP0324,Social Media,South,Awareness,1488.9,17603,897,268,13,3002.71,5.095722320059081,29.87736900780379,4.850746268656716,101.67304721606554,2.0167304721606554
CMP0325,Youtube Ads,North,Conversion,3453.98,31898,928,173,7,2084.59,2.90927330867139,18.642241379310345,4.046242774566474,-39.646726385213576,0.6035327361478643
CMP0326,Instagram Ads,North,Consideration,2357.58,25792,1741,211,9,2433.58,6.750155086848634,12.11947156806433,4.265402843601896,3.2236445847012614,1.0322364458470126
CMP0327,Facebook Ads,North,Consideration,3469.43,41032,2928,640,18,4428.39,7.135893936439852,21.85792349726776,2.8125,27.64027520370783,1.2764027520370782
CMP0328,Facebook Ads,North,Conversion,3595.77,37763,2715,693,33,7487.26,7.18957709927707,25.524861878453038,4.761904761904762,108.22410777107547,2.0822410777107545
CMP0329,Google Ads,South,Awareness,4509.78,48357,3362,506,25,8421.91,6.952457762061336,15.050565139797738,4.940711462450593,86.74769057470654,1.8674769057470653
CMP0330,Social Media,North,Conversion,2112.51,24293,1931,495,25,6473.68,7.948791833038324,25.63438632832729,5.05050505050505,206.4449399056099,3.064449399056099
CMP0331,Social Media,South,Conversion,2585.79,27911,959,196,11,2494.35,3.43592132134284,20.437956204379564,5.612244897959184,-3.536250043507015,0.9646374995649298
CMP0332,Instagram Ads,South,Awareness,3508.31,28815,1262,206,9,2247.07,4.379663369772688,16.323296354992074,4.368932038834951,-35.95007282708768,0.6404992717291232
CMP0333,Email,East,Consideration,1805.06,14670,434,106,8,2366.29,2.958418541240627,24.42396313364055,7.547169811320755,31.092041261786314,1.310920412617863
CMP0334,Email,West,Conversion,2092.34,22925,1668,281,25,6125.74,7.275899672846238,16.84652278177458,8.896797153024911,192.76981752487643,2.9276981752487643
CMP0335,Email,West,Conversion,1855.68,16602,683,105,9,2168.13,4.1139621732321405,15.373352855051245,8.571428571428571,16.837493533367823,1.1683749353336783
CMP0336,Email,South,Consideration,1979.25,20924,855,204,19,5544.21,4.086216784553623,23.859649122807017,9.313725490196079,180.11671087533156,2.8011671087533156
CMP0337,Youtube Ads,East,Consideration,3410.87,25684,1719,320,13,3021.77,6.692882728546954,18.61547411285631,4.0625,-11.407646729426801,0.885923532705732
CMP0338,Instagram Ads,South,Awareness,3314.29,28361,766,213,9,2351.4,2.700892070096259,27.806788511749346,4.225352112676056,-29.05267794912334,0.7094732205087666
CMP0339,Google Ads,South,Conversion,4272.08,38184,3011,842,47,15883.53,7.885501780850618,27.96413151776818,5.581947743467933,271.7985150090823,3.7179851500908225
CMP0340,Email,South,Awareness,1714.64,22250,1658,451,30,8204.4,7.451685393258427,27.20144752714113,6.651884700665188,378.491111836887,4.7849111183688695
CMP0341,Google Ads,East,Conversion,4772.13,57972,4919,804,35,10088.26,8.485130752777202,16.344785525513316,4.353233830845771,111.3995218068242,2.113995218068242
CMP0342,Google Ads,West,Consideration,4663.03,36280,955,176,13,3951.58,2.6323042998897463,18.429319371727747,7.386363636363637,-15.257246897403617,0.8474275310259638
CMP0343,Email,East,Consideration,2150.49,18047,466,120,10,2903.7,2.582146617166288,25.75107296137339,8.333333333333332,35.02504080465383,1.3502504080465383
CMP0344,Google Ads,North,Consideration,3207.96,23205,1745,403,26,8057.36,7.519931049342814,23.0945558739255,6.451612903225806,151.16772029576427,2.511677202957643
CMP0345,Google Ads,East,Awareness,4388.48,46016,3885,995,60,19098.05,8.442715577190542,25.611325611325615,6.030150753768844,335.1859869476448,4.351859869476447
